MODEL UNDER TEST. Read ONLY this file. No decrypt. No world knowledge.
Real FinQA + WikiTableQuestions tables in SHARED CONTEXT.
Research path: binders (PROG/DSL) vs sealed NL.
WTQ gold cell LOOKUP DSL binder (research path).

===== SHARED CONTEXT BEGIN (real tables) =====
### TABLE E58245d48c86c ###
Edb3a061cea13 | E1da84b778cb6 | 2018
E5d89e98bdb2e | E19ed85ce1a01 | 2014
E4554dda03053 | E11cb11528777 | Eda883ae43d25
E4554dda03053 | E3a0545025630 | 12
E4554dda03053 | E19ed85ce1a01 | 4.0

### TABLE Ef38445fb39e5 ###
E4f6db59d9b02 | E652d23d0cda4 | 2016
E4f6db59d9b02 | E5b55436208bc | E582b430f13c2
E4f6db59d9b02 | E80509de72226 | E69194dd792ff
Eca75f3b5b4e1 | E652d23d0cda4 | 2017
Eca75f3b5b4e1 | E5b55436208bc | E95974470d8e0
Eca75f3b5b4e1 | E80509de72226 | E2cd3c46828b6
Ed46be740b259 | E652d23d0cda4 | 2018
Ed46be740b259 | E5b55436208bc | E3c4bcc65684f
Ed46be740b259 | E80509de72226 | Ea97e8f5de4b6

### TABLE E957407d0950f ###
E01644145a40e | E11f7052e71e1 | Edc0eb4698e74
E01644145a40e | Ea77014fbbdad | Eea4bf7b77d6d
E01644145a40e | E420f2b5bc48a | Efd0d8d5b76e8
E01644145a40e | E986cb8ffb553 | E5f30798c80d5
E01644145a40e | E1da84b778cb6 | E81ca349239a9
E01644145a40e | E3d7e09bdbb57 | E7b976b9feb80
E01644145a40e | Ead59581e78a0 | Ea1cab68219fd
E7ce513910ace | E11f7052e71e1 | E46b69ba5bcc9
E7ce513910ace | Ea77014fbbdad | 3170
E7ce513910ace | E420f2b5bc48a | 770
E7ce513910ace | E986cb8ffb553 | 642
E7ce513910ace | E1da84b778cb6 | 529
E7ce513910ace | E3d7e09bdbb57 | 453
E7ce513910ace | Ead59581e78a0 | 2404
Edc7ef753b269 | E11f7052e71e1 | Ef2bb65774bf1
Edc7ef753b269 | Ea77014fbbdad | Ef22f9ed30bc9
Edc7ef753b269 | E420f2b5bc48a | E9d60893e7c4e
Edc7ef753b269 | E986cb8ffb553 | Eff07a381db67
Edc7ef753b269 | E1da84b778cb6 | E81bb18391731
Edc7ef753b269 | E3d7e09bdbb57 | Ea8f94edc668f
Edc7ef753b269 | Ead59581e78a0 | E62a8691e067b

### TABLE E6f15b7228e9a ###
E8f683f773ed4 | E11cb11528777 | Efc00176aa192
E8f683f773ed4 | Ec00d6c7918b6 | E08a86d4e4f28
E7634a469612a | E11cb11528777 | Ef486cf8d7b4a
E7634a469612a | Ec00d6c7918b6 | 4169
Ec0f437f56551 | E11cb11528777 | Ea4135842dbc8
Ec0f437f56551 | Ec00d6c7918b6 | 8016
E002a09b5ef65 | E11cb11528777 | E1996d469b25a
E002a09b5ef65 | Ec00d6c7918b6 | E3a5dd97ca209

### TABLE E16b40a45839a ###
Ecec1a682a086 | E11f7052e71e1 | Eacedb7e8cd3d
Ecec1a682a086 | E66d9d82f593d | E744c5090312c
Ecec1a682a086 | Ed448e36fb5b5 | E11bccb483f17
Ecec1a682a086 | E2aa45b1f04e2 | Ea2cd0f2d7877
E313b0e4ce1b5 | E11f7052e71e1 | E64ff5843420d
E313b0e4ce1b5 | E66d9d82f593d | 1502
E313b0e4ce1b5 | Ed448e36fb5b5 | 1577
E313b0e4ce1b5 | E2aa45b1f04e2 | 1433
Ee8969ab2a9ae | E11f7052e71e1 | E8c8152c68434
Ee8969ab2a9ae | E66d9d82f593d | Efef737bf915f
Ee8969ab2a9ae | Ed448e36fb5b5 | E33bab3749f24
Ee8969ab2a9ae | E2aa45b1f04e2 | E90c9c3ff7c09
E7fb90e5bd4e4 | E11f7052e71e1 | E1cd497c21b2f
E7fb90e5bd4e4 | E66d9d82f593d | 27500
E7fb90e5bd4e4 | Ed448e36fb5b5 | 26700
E7fb90e5bd4e4 | E2aa45b1f04e2 | 27200

### TABLE E9115df55fac4 ###
E67ace531e9ad | E11f7052e71e1 | E678e5f8eabcf
E67ace531e9ad | Ed448e36fb5b5 | E841a6438e404
E67ace531e9ad | E2aa45b1f04e2 | E71d07d489f47
E67ace531e9ad | E58d8bad0c4b2 | Ee3f3b93fb9d7
Ef6d7aa7d0ce2 | E11f7052e71e1 | E9514f55b97bd
Ef6d7aa7d0ce2 | Ed448e36fb5b5 | Ea5de975e8084
Ef6d7aa7d0ce2 | E2aa45b1f04e2 | Ef5560d72462c
Ef6d7aa7d0ce2 | E58d8bad0c4b2 | Ef81cb09f1238
Ea9967eb3e4bc | E11f7052e71e1 | Eaa64325b4079
Ea9967eb3e4bc | Ed448e36fb5b5 | E96a1ccaa4890
Ea9967eb3e4bc | E2aa45b1f04e2 | E2ef7a747c298
Ea9967eb3e4bc | E58d8bad0c4b2 | E58a48fa5b723
E1dc8121ff842 | E11f7052e71e1 | E86e56b77385b
E1dc8121ff842 | Ed448e36fb5b5 | Ebb53f44eda73
E1dc8121ff842 | E2aa45b1f04e2 | Ea3b29bc1e085
E1dc8121ff842 | E58d8bad0c4b2 | E27e55b1807ce
E4c99128b4a20 | E11f7052e71e1 | E2c3c55206152
E4c99128b4a20 | Ed448e36fb5b5 | 31
E4c99128b4a20 | E2aa45b1f04e2 | Ef22f265d5527
E4c99128b4a20 | E58d8bad0c4b2 | 2
E1dbec2b90659 | E11f7052e71e1 | Ed2b9b9ebcdb9
E1dbec2b90659 | Ed448e36fb5b5 | Ea75fb5129e2f
E1dbec2b90659 | E2aa45b1f04e2 | Ec82db3fc1268
E1dbec2b90659 | E58d8bad0c4b2 | E7cab12fe8def

### TABLE Eba30fc120801 ###
E25531dccd893 | Efbda4d782098 | Eca5ddb4e7670
E25531dccd893 | E66d9d82f593d | E63040ee73654
E25531dccd893 | Ed448e36fb5b5 | E6789ca73e052
E25531dccd893 | E2aa45b1f04e2 | Ed4ed1642414b
E25531dccd893 | Eed1c5a4defe0 | E2720e38a584e
E25531dccd893 | Ec2a0b75f9bbb | E83b14dcec298
Eb3659f824c0b | Efbda4d782098 | Eab78e9a25f2a
Eb3659f824c0b | E66d9d82f593d | 1995
Eb3659f824c0b | Ed448e36fb5b5 | 4770
Eb3659f824c0b | E2aa45b1f04e2 | 6362
Eb3659f824c0b | Eed1c5a4defe0 | E7f81ea61bbd5
Eb3659f824c0b | Ec2a0b75f9bbb | E56e15cff32dd
E177f3c9bfc7f | Efbda4d782098 | E47ef98f575a4
E177f3c9bfc7f | E66d9d82f593d | Eeb36d7cb3cd2
E177f3c9bfc7f | Ed448e36fb5b5 | Edd1735f37e64
E177f3c9bfc7f | E2aa45b1f04e2 | Ed039be9462c7
E177f3c9bfc7f | Eed1c5a4defe0 | E1f6294db8151
E177f3c9bfc7f | Ec2a0b75f9bbb | E83b14dcec298
E55d1eb1bac2c | Efbda4d782098 | E16cd81795fc1
E55d1eb1bac2c | E66d9d82f593d | E51de5389c735
E55d1eb1bac2c | Ed448e36fb5b5 | Eb91d73b4022a
E55d1eb1bac2c | E2aa45b1f04e2 | E49cbbcb21b15
E55d1eb1bac2c | Eed1c5a4defe0 | Ea989b3ad4359
E55d1eb1bac2c | Ec2a0b75f9bbb | E7f55278ffb4a
E625f6da778bf | Efbda4d782098 | E6af86d779835
E625f6da778bf | E66d9d82f593d | E7b8a56496ea8
E625f6da778bf | Ed448e36fb5b5 | E83313bccf41a
E625f6da778bf | E2aa45b1f04e2 | E195b0d795d05
E625f6da778bf | Eed1c5a4defe0 | E1f6294db8151
E625f6da778bf | Ec2a0b75f9bbb | Ebcaa280c4237
Ea4433df84c4e | Efbda4d782098 | E43141110b560
Ea4433df84c4e | E66d9d82f593d | Ea5d7d3c1b8c1
Ea4433df84c4e | Ed448e36fb5b5 | 5799
Ea4433df84c4e | E2aa45b1f04e2 | 8573
Ea4433df84c4e | Eed1c5a4defe0 | Edfbf2c335e2a
Ea4433df84c4e | Ec2a0b75f9bbb | E004106b7ff51
E9eba2eefad30 | Efbda4d782098 | E413e1a0f0405
E9eba2eefad30 | E66d9d82f593d | 775
E9eba2eefad30 | Ed448e36fb5b5 | 1054
E9eba2eefad30 | E2aa45b1f04e2 | 1192
E9eba2eefad30 | Eed1c5a4defe0 | E9211f952c940
E9eba2eefad30 | Ec2a0b75f9bbb | E6faeb4882529
Edb6d1f48eb64 | Efbda4d782098 | E60035ab896d2
Edb6d1f48eb64 | E66d9d82f593d | 2014
Edb6d1f48eb64 | Ed448e36fb5b5 | 2014
Edb6d1f48eb64 | E2aa45b1f04e2 | 2014
Edb6d1f48eb64 | Eed1c5a4defe0 | 2014
Edb6d1f48eb64 | Ec2a0b75f9bbb | 2014
E9641dc782bb7 | Efbda4d782098 | Eb1c83be2d4b1
E9641dc782bb7 | E66d9d82f593d | E0759a1ed0941
E9641dc782bb7 | Ed448e36fb5b5 | E63fbdbed6906
E9641dc782bb7 | E2aa45b1f04e2 | E02ce735bcc16
E9641dc782bb7 | Eed1c5a4defe0 | E425e1a6dccbd
E9641dc782bb7 | Ec2a0b75f9bbb | E93e784b7cebf
E42e25edfd480 | Efbda4d782098 | E120cad6c629a
E42e25edfd480 | E66d9d82f593d | E2669ad1225ba
E42e25edfd480 | Ed448e36fb5b5 | E3edeb5a129fd
E42e25edfd480 | E2aa45b1f04e2 | E7bd002bf91dc
E42e25edfd480 | Eed1c5a4defe0 | E8c12205a293c
E42e25edfd480 | Ec2a0b75f9bbb | E01ddf3f88a2d
E66872b20c254 | Efbda4d782098 | E2b5c8c368e80
E66872b20c254 | E66d9d82f593d | E4110449a9f92
E66872b20c254 | Ed448e36fb5b5 | E9d9425b878bb
E66872b20c254 | E2aa45b1f04e2 | Eb61d277982d1
E66872b20c254 | Eed1c5a4defe0 | 57
E66872b20c254 | Ec2a0b75f9bbb | E75f8f037f450
E742f622fc4e6 | Efbda4d782098 | Ea509122bd0a3
E742f622fc4e6 | E66d9d82f593d | E6357ffa29175
E742f622fc4e6 | Ed448e36fb5b5 | E51ebdc01fe5f
E742f622fc4e6 | E2aa45b1f04e2 | E3cc96a732fc4
E742f622fc4e6 | Eed1c5a4defe0 | E53e5ba5f6cfe
E742f622fc4e6 | Ec2a0b75f9bbb | Ee383814b5d0d
Ef58275cf144b | Efbda4d782098 | E929b9ecb5f48
Ef58275cf144b | E66d9d82f593d | 8
Ef58275cf144b | Ed448e36fb5b5 | 33
Ef58275cf144b | E2aa45b1f04e2 | 12
Ef58275cf144b | Eed1c5a4defe0 | E3b6447bee900
Ef58275cf144b | Ec2a0b75f9bbb | Edfbf2c335e2a
E1fa0cff7ceed | Efbda4d782098 | E46eac77b3308
E1fa0cff7ceed | E66d9d82f593d | E51287c2b21ec
E1fa0cff7ceed | Ed448e36fb5b5 | E6617a82ff2fa
E1fa0cff7ceed | E2aa45b1f04e2 | E89dcb7d60a14
E1fa0cff7ceed | Eed1c5a4defe0 | E53e5ba5f6cfe
E1fa0cff7ceed | Ec2a0b75f9bbb | Ee383814b5d0d
Ebdb833941af5 | Efbda4d782098 | E2c6132429cf7
Ebdb833941af5 | E66d9d82f593d | E0302d87eb3ab
Ebdb833941af5 | Ed448e36fb5b5 | E176f532ca444
Ebdb833941af5 | E2aa45b1f04e2 | Ef8a29ce48a50
Ebdb833941af5 | Eed1c5a4defe0 | Eac4d2809ad81
Ebdb833941af5 | Ec2a0b75f9bbb | E541b8a3a8e7c

### TABLE Eb0178ee9beee ###
Efa82db98612b | E11f7052e71e1 | E2f1ec90809f3
Efa82db98612b | E1653e54320e9 | E1bebc23c47c6
Efa82db98612b | E2cbd929f1ed6 | E1bebc23c47c6
E48f2a2c7c924 | E11f7052e71e1 | Ebfef4535a9c1
E48f2a2c7c924 | E1653e54320e9 | 1494
E48f2a2c7c924 | E2cbd929f1ed6 | 1494
E191eca1abc68 | E11f7052e71e1 | E7ec55039955e
E191eca1abc68 | E1653e54320e9 | 744
E191eca1abc68 | E2cbd929f1ed6 | 743
Eedf06b94e841 | E11f7052e71e1 | E61059cb2b2ed
Eedf06b94e841 | E1653e54320e9 | 924
Eedf06b94e841 | E2cbd929f1ed6 | 924
Ee9c53fc69e88 | E11f7052e71e1 | Ecb02af6f154b
Ee9c53fc69e88 | E1653e54320e9 | 1499
Ee9c53fc69e88 | E2cbd929f1ed6 | 1498
E1e8a01f325dc | E11f7052e71e1 | E70626d9c6556
E1e8a01f325dc | E1653e54320e9 | 1996
E1e8a01f325dc | E2cbd929f1ed6 | 1996
Ebf6083cbe903 | E11f7052e71e1 | E8e758f641665
Ebf6083cbe903 | E1653e54320e9 | 1490
Ebf6083cbe903 | E2cbd929f1ed6 | 1489
E4001c15e4e7b | E11f7052e71e1 | E50deadac7d72
E4001c15e4e7b | E1653e54320e9 | 1075
E4001c15e4e7b | E2cbd929f1ed6 | 1063
Ea39006f96b40 | E11f7052e71e1 | Ecb5a0dbea194
Ea39006f96b40 | E1653e54320e9 | 946
Ea39006f96b40 | E2cbd929f1ed6 | 932
Ea5a5f3b5d2fc | E11f7052e71e1 | Ee536db456944
Ea5a5f3b5d2fc | E1653e54320e9 | Ec91e96a69a6b
Ea5a5f3b5d2fc | E2cbd929f1ed6 | Edc7aadbb9b28

### TABLE E46870be8507d ###
E414afe2d15d3 | E11cb11528777 | Ea6a79ca6acf3
E414afe2d15d3 | Ed448e36fb5b5 | E4e47f6cb2b20
E414afe2d15d3 | E2aa45b1f04e2 | E49b73c4fb3de
E414afe2d15d3 | E58d8bad0c4b2 | E49466fe9f66f
Ef52169b6d737 | E11cb11528777 | Eeef7885136ea
Ef52169b6d737 | Ed448e36fb5b5 | E1c1dbd1c9df1
Ef52169b6d737 | E2aa45b1f04e2 | Eef18ea45b44e
Ef52169b6d737 | E58d8bad0c4b2 | E7c488d222a2f
Eca3c60df9f08 | E11cb11528777 | Ea3ea14340198
Eca3c60df9f08 | Ed448e36fb5b5 | E518a719eb4a0
Eca3c60df9f08 | E2aa45b1f04e2 | E7a42d4d9480f
Eca3c60df9f08 | E58d8bad0c4b2 | E380b75499d74

### TABLE E838da9fd5daf ###
E2ee167e62c64 | Ed13e9892a4d7 | E6bec707ac5ab
E2ee167e62c64 | E5b314399e42b | 136.2
E31d7c26fc5e8 | Ed13e9892a4d7 | E793b6516d5c7
E31d7c26fc5e8 | E5b314399e42b | 1057.9
E86f0f3edd277 | Ed13e9892a4d7 | Ec5da6a1fdfe8
E86f0f3edd277 | E5b314399e42b | 419.5
E4ecfb44eafad | Ed13e9892a4d7 | Eefbdd0dd8388
E4ecfb44eafad | E5b314399e42b | 339.8
Ea4fc8ff8ffc1 | Ed13e9892a4d7 | Ec0e0e1387d90
Ea4fc8ff8ffc1 | E5b314399e42b | E60b143771532
E9080c26831f9 | Ed13e9892a4d7 | E0f5264db1264
E9080c26831f9 | E5b314399e42b | Eb677f48a2582
E48471372801f | Ed13e9892a4d7 | E5b76260bcb58
E48471372801f | E5b314399e42b | E621f69a792fe
E71fc0da1daf1 | Ed13e9892a4d7 | Ea73c160a3638
E71fc0da1daf1 | E5b314399e42b | E6319a5647fb8
E6b1c0c1d8997 | Ed13e9892a4d7 | E8610895ad8fc
E6b1c0c1d8997 | E5b314399e42b | 4685.4
E9ebfcc291294 | Ed13e9892a4d7 | E3c8f8f319d99
E9ebfcc291294 | E5b314399e42b | E0ea591ccd816

### TABLE Ed7b6cbea54cf ###
E337738b0a912 | Ef4a013ca7ad0 | 2011
E337738b0a912 | E6bf76bc6af10 | Ecb488872a3c3
E337738b0a912 | Ed1a5853332f5 | Ed18bfb2a5f02
Eb81e7903b714 | Ef4a013ca7ad0 | 2012
Eb81e7903b714 | E6bf76bc6af10 | 526
Eb81e7903b714 | Ed1a5853332f5 | 251
E03c86d51d5a4 | Ef4a013ca7ad0 | 2013
E03c86d51d5a4 | E6bf76bc6af10 | 461
E03c86d51d5a4 | Ed1a5853332f5 | 253
E1ed5d34c76e9 | Ef4a013ca7ad0 | 2014
E1ed5d34c76e9 | E6bf76bc6af10 | 382
E1ed5d34c76e9 | Ed1a5853332f5 | 261
E6df1c3601b41 | Ef4a013ca7ad0 | 2015
E6df1c3601b41 | E6bf76bc6af10 | 340
E6df1c3601b41 | Ed1a5853332f5 | 262
Ec7c2e22c6878 | Ef4a013ca7ad0 | Ede9d653dda96
Ec7c2e22c6878 | E6bf76bc6af10 | 2599
Ec7c2e22c6878 | Ed1a5853332f5 | 1355
Ec4e8b4fb6769 | Ef4a013ca7ad0 | Ed82aa2b78a11
Ec4e8b4fb6769 | E6bf76bc6af10 | Ec7ff7ac32acd
Ec4e8b4fb6769 | Ed1a5853332f5 | E759e651dc86e
E581ba2fbab0f | Ef4a013ca7ad0 | E01c5f300de5b
E581ba2fbab0f | E6bf76bc6af10 | E764bcf07fda0
E581ba2fbab0f | Ed1a5853332f5 | Ea671ec39620c
E9acad098310c | Ef4a013ca7ad0 | E6c84fb42de5a
E9acad098310c | E6bf76bc6af10 | E764bcf07fda0
E9acad098310c | Ed1a5853332f5 | E6f58abcb5576

### TABLE E168df9495e09 ###
E3dfcbff9efb9 | E11cb11528777 | 2019
E3dfcbff9efb9 | E20151f1d6ef7 | Ea923232c3a3c
E26c6270b0d31 | E11cb11528777 | 2020
E26c6270b0d31 | E20151f1d6ef7 | 65
E4c8355717e2d | E11cb11528777 | 2021
E4c8355717e2d | E20151f1d6ef7 | 65
E1bd058c392a5 | E11cb11528777 | 2022
E1bd058c392a5 | E20151f1d6ef7 | 64
E15d00769daf6 | E11cb11528777 | 2023
E15d00769daf6 | E20151f1d6ef7 | 57
Ec5cd95244514 | E11cb11528777 | E4daf3000c032
Ec5cd95244514 | E20151f1d6ef7 | 641

### TABLE E4ddfce1e53fb ###
E3d77eea0c769 | E11cb11528777 | E74f925b844aa
E3d77eea0c769 | E2aa45b1f04e2 | Ecfd5b917726d
E3d77eea0c769 | E58d8bad0c4b2 | Ecfd5b917726d
Ebdbffdc1d91b | E11cb11528777 | Ee92165b58dbb
Ebdbffdc1d91b | E2aa45b1f04e2 | 750000
Ebdbffdc1d91b | E58d8bad0c4b2 | 825000
Ec254985728ab | E11cb11528777 | E6823796c821c
Ec254985728ab | E2aa45b1f04e2 | 325000
Ec254985728ab | E58d8bad0c4b2 | 2014
E5a4c5fa67769 | E11cb11528777 | E0653f7126c0e
E5a4c5fa67769 | E2aa45b1f04e2 | 288
E5a4c5fa67769 | E58d8bad0c4b2 | 288
E690e5901f66c | E11cb11528777 | Ee1d892a224c3
E690e5901f66c | E2aa45b1f04e2 | 225000
E690e5901f66c | E58d8bad0c4b2 | 225000
E7c23bd810cd1 | E11cb11528777 | E7fa7eddfe8a3
E7c23bd810cd1 | E2aa45b1f04e2 | 501107
E7c23bd810cd1 | E58d8bad0c4b2 | 502202
E48c4f122d60a | E11cb11528777 | Ee643ff735f06
E48c4f122d60a | E2aa45b1f04e2 | 500000
E48c4f122d60a | E58d8bad0c4b2 | 500000
E0bea953ac123 | E11cb11528777 | E769abed46f0a
E0bea953ac123 | E2aa45b1f04e2 | 59683
E0bea953ac123 | E58d8bad0c4b2 | 59683
E18344c324cd7 | E11cb11528777 | E19dbc6197680
E18344c324cd7 | E2aa45b1f04e2 | 2014
E18344c324cd7 | E58d8bad0c4b2 | 18333
Ec3afc807fdb1 | E11cb11528777 | E9d366999035b
Ec3afc807fdb1 | E2aa45b1f04e2 | 161893
Ec3afc807fdb1 | E58d8bad0c4b2 | 344568
E4a8ba8c71ade | E11cb11528777 | Ef4009a52ab35
E4a8ba8c71ade | E2aa45b1f04e2 | 41
E4a8ba8c71ade | E58d8bad0c4b2 | 41
E469a996bacb2 | E11cb11528777 | E667ab27eda99
E469a996bacb2 | E2aa45b1f04e2 | 60134
E469a996bacb2 | E58d8bad0c4b2 | 60169
Ee6bd3ac46cb7 | E11cb11528777 | Ef2bb65774bf1
Ee6bd3ac46cb7 | E2aa45b1f04e2 | 4333146
Ee6bd3ac46cb7 | E58d8bad0c4b2 | 4285284
E9150d82e1440 | E11cb11528777 | E5288223d94a9
E9150d82e1440 | E2aa45b1f04e2 | Edadabf375cbf
E9150d82e1440 | E58d8bad0c4b2 | Ede7621ea360e
Ebd7f1da47d2c | E11cb11528777 | E7c9e4f1bde5b
Ebd7f1da47d2c | E2aa45b1f04e2 | Ea0807048dcfd
Ebd7f1da47d2c | E58d8bad0c4b2 | Ec91b949ef3f6

### TABLE E802bcb3b4704 ###
Ef82535115fa8 | E5e78d7f5e57e | 2004
Ef82535115fa8 | E90782fc71e33 | E7e3a0e4e9a43
Efa01bfd3cb2c | E5e78d7f5e57e | 2005
Efa01bfd3cb2c | E90782fc71e33 | 776
E239b44489c43 | E5e78d7f5e57e | 2006
E239b44489c43 | E90782fc71e33 | 776
Effd4cfd003f2 | E5e78d7f5e57e | 2007
Effd4cfd003f2 | E90782fc71e33 | 769
Ed4547f21c21d | E5e78d7f5e57e | 2008
Ed4547f21c21d | E90782fc71e33 | 772
Eb59f7cca31d1 | E5e78d7f5e57e | E4daf3000c032
Eb59f7cca31d1 | E90782fc71e33 | 1480
Ef2ca9694f823 | E5e78d7f5e57e | Ec75e7e3c1b64
Ef2ca9694f823 | E90782fc71e33 | Ede72a8e1bac7

### TABLE E86336fb75c94 ###
E4cab7a461a96 | E11f7052e71e1 | E54f411486bad
E4cab7a461a96 | E881cdac01bd9 | E0cc6deaf497d
E4cab7a461a96 | E3aa41fafa946 | Ef7d7e1ed30b2
E1e5e40c04e50 | E11f7052e71e1 | E54f411486bad
E1e5e40c04e50 | E881cdac01bd9 | 2989
E1e5e40c04e50 | E3aa41fafa946 | 2500

### TABLE Ec7eaa0a5ffd6 ###
E8ec632e661f7 | Eaa446e4d6006 | E94f36e65c90d
E8ec632e661f7 | E2c1a2a5fb006 | E9f542fd0ca38
E8ec632e661f7 | Eac096cc34fe0 | Efd07f7513885
Ecd1fa116a6a3 | Eaa446e4d6006 | E0e5ab1510c8c
Ecd1fa116a6a3 | E2c1a2a5fb006 | 119017
Ecd1fa116a6a3 | Eac096cc34fe0 | 142462
Ebcb7d5af395d | Eaa446e4d6006 | E34817deb5018
Ebcb7d5af395d | E2c1a2a5fb006 | E78cf4809874e
Ebcb7d5af395d | Eac096cc34fe0 | E8c91506fe7be
Ea9331a67cac0 | Eaa446e4d6006 | E19a516352809
Ea9331a67cac0 | E2c1a2a5fb006 | 23582
Ea9331a67cac0 | Eac096cc34fe0 | 14214

### TABLE E994e62aea380 ###
E725d7dce68cf | E11cb11528777 | Efd6f22772cfd
E725d7dce68cf | Ea45cb2098372 | E6039674392ea
E74a95026de37 | E11cb11528777 | Ef2e367cd24a8
E74a95026de37 | Ea45cb2098372 | Eddeab682ce1c
Ef527ed8a8ec0 | E11cb11528777 | Ed956bd860089
Ef527ed8a8ec0 | Ea45cb2098372 | E56e15cff32dd
E47740343dcfb | E11cb11528777 | Ee55aab7f7706
E47740343dcfb | Ea45cb2098372 | E07a99cca0d6d

### TABLE E2856fecdc501 ###
Ea395045e63df | Ef4a013ca7ad0 | Ebb8ed23b43a4
Ea395045e63df | Ea77014fbbdad | Ec88460726157
Ea395045e63df | E7eb3f56226bd | E9c2dff67ae97
Ea395045e63df | E2c1a2a5fb006 | Ebc394e5cc9ba
Ea395045e63df | Ef17d99fe2a12 | E2720e38a584e
Ea395045e63df | E2e75008039d9 | E0419dd7eef4a
E788a6386f887 | Ef4a013ca7ad0 | E0b8f23f16525
E788a6386f887 | Ea77014fbbdad | 3539
E788a6386f887 | E7eb3f56226bd | 3534
E788a6386f887 | E2c1a2a5fb006 | 3608
E788a6386f887 | E2e75008039d9 | E4ca998eac9ee
Edc029b9590b6 | Ef4a013ca7ad0 | Eb89c7e218050
Edc029b9590b6 | Ea77014fbbdad | 2558
Edc029b9590b6 | E7eb3f56226bd | 2315
Edc029b9590b6 | E2c1a2a5fb006 | 2143
Edc029b9590b6 | Ef17d99fe2a12 | 10
Edc029b9590b6 | E2e75008039d9 | 8
E69927b3c7225 | Ef4a013ca7ad0 | Efd1d1b42f697
E69927b3c7225 | Ea77014fbbdad | 1904
E69927b3c7225 | E7eb3f56226bd | 1777
E69927b3c7225 | E2c1a2a5fb006 | 1760
E69927b3c7225 | Ef17d99fe2a12 | 7
E69927b3c7225 | E2e75008039d9 | 1
Eaf1684ffef97 | Ef4a013ca7ad0 | E65d6cc66b742
Eaf1684ffef97 | Ea77014fbbdad | 1234
Eaf1684ffef97 | E7eb3f56226bd | 1235
Eaf1684ffef97 | E2c1a2a5fb006 | 1197
Eaf1684ffef97 | E2e75008039d9 | 3
E4a21e9acca01 | Ef4a013ca7ad0 | E259077e6ed56
E4a21e9acca01 | Ea77014fbbdad | 924
E4a21e9acca01 | E7eb3f56226bd | 849
E4a21e9acca01 | E2c1a2a5fb006 | 788
E4a21e9acca01 | Ef17d99fe2a12 | 9
E4a21e9acca01 | E2e75008039d9 | 8
Ec621c592ea79 | Ef4a013ca7ad0 | Ef2bb65774bf1
Ec621c592ea79 | Ea77014fbbdad | Ef888a4f150a5
Ec621c592ea79 | E7eb3f56226bd | E2bed1e88174b
Ec621c592ea79 | E2c1a2a5fb006 | E938d92daa03c
Ec621c592ea79 | Ef17d99fe2a12 | Ee2c923c8be7d
Ec621c592ea79 | E2e75008039d9 | E55ecde2721ca

### TABLE E77e51ab93d20 ###
E1b0c225e04a4 | Ebebc101f0800 | E3575f9b73604
E1b0c225e04a4 | E3d7e09bdbb57 | E69a8d288d7ff
E1b0c225e04a4 | E1da84b778cb6 | Ef2c0bf1ceed1
E1b0c225e04a4 | E986cb8ffb553 | E642688e316cf
Eae16e0165276 | Ebebc101f0800 | Ec0b37b000e1e
Eae16e0165276 | E3d7e09bdbb57 | 45
Eae16e0165276 | E1da84b778cb6 | 43
Eae16e0165276 | E986cb8ffb553 | 43
Ec19ec74e13c5 | Ebebc101f0800 | E2b5b384966ee
Ec19ec74e13c5 | E3d7e09bdbb57 | 25
Ec19ec74e13c5 | E1da84b778cb6 | 25
Ec19ec74e13c5 | E986cb8ffb553 | 27
E05841d95a9e2 | Ebebc101f0800 | Ef2bb65774bf1
E05841d95a9e2 | E3d7e09bdbb57 | Ea1715e9777da
E05841d95a9e2 | E1da84b778cb6 | E4ceaa69d0360
E05841d95a9e2 | E986cb8ffb553 | Ee845f0161901

### TABLE Eeb726a451894 ###
Ef17d4e177bee | E11cb11528777 | E76b857742047
Ef17d4e177bee | Ee9912d6eb783 | 100.00
Ef17d4e177bee | E64bfdde32286 | 142.11
Ef17d4e177bee | E885435bbc9f7 | 251.44
Ef17d4e177bee | E0b7fc97ff164 | 313.65
Ef17d4e177bee | E2377bc85b5b7 | 260.04
Ef17d4e177bee | Ecb8c44fefed8 | 385.47
E3747d541fa32 | E11cb11528777 | Efe1ee41e3310
E3747d541fa32 | Ee9912d6eb783 | 100.00
E3747d541fa32 | E64bfdde32286 | 132.39
E3747d541fa32 | E885435bbc9f7 | 150.51
E3747d541fa32 | E0b7fc97ff164 | 152.59
E3747d541fa32 | E2377bc85b5b7 | 170.84
E3747d541fa32 | Ecb8c44fefed8 | 208.14
Ec4d03a2f3589 | E11cb11528777 | E7d4791345197
Ec4d03a2f3589 | Ee9912d6eb783 | 100.00
Ec4d03a2f3589 | E64bfdde32286 | 145.48
Ec4d03a2f3589 | E885435bbc9f7 | 169.28
Ec4d03a2f3589 | E0b7fc97ff164 | 179.27
Ec4d03a2f3589 | E2377bc85b5b7 | 192.85
Ec4d03a2f3589 | Ecb8c44fefed8 | 238.77

### TABLE E55bcd604e191 ###
Eff9e79198b23 | E9b8db7b19d6b | Ee81835ccd674
Eff9e79198b23 | Ef79fd8a3c253 | E34d5444a0070
Eff9e79198b23 | E935b56fc0bd5 | E48f34eb23236
